asset_number,asset_description,manufacturer,model_number,serial_number,facility,department,purchase_date,install_date,support_end_date,operating_system,ip_address,mac_address,device_status,replacement_cost,risk_score
ASSET-000518,Cardiac Devices,Medtronic,MED-2924,LS-93998245,Magic Valley,Emergency,2021-07-23,2021-07-29,2030-08-19,,192.168.103.209,,Active,218739.69,49.08
ASSET-000519,Anesthesia Machines,Aisys,AIS-6389,FL-77169472,Meridian,Cardiac Care,2021-01-24,2021-03-24,2028-11-12,Windows 11,192.168.201.13,86:52:6b:a4:cd:b2,Active,90168.72,45.0
ASSET-000520,Cardiac Devices,LivaNova,LIV-4728,HL-69961125,McCall,Cardiac Care,2016-12-03,2017-02-23,2030-11-06,,192.168.220.182,ac:e0:b9:51:56:a5,Active,98945.93,63.11
ASSET-000521,Dehumidifiers,Honeywell,HON-9818,SQ-54496475,Nampa,Med/Surg,2016-04-03,2016-04-15,2031-11-13,,192.168.88.137,44:c5:35:96:2a:a5,Loaner,224055.35,65.41
ASSET-000522,Anesthesia Machines,Philips,PHI-4677,GF-62202341,Elmore,Lab,2018-04-15,2018-07-07,2028-05-08,,,e0:d4:62:d3:5f:cc,Active,444859.05,79.79
ASSET-000523,Dehumidifiers,Carel,CAR-8066,NS-61117800,McCall,Emergency,2018-06-18,2018-08-03,2026-12-05,Custom OS,,41:31:f3:a0:35:74,Active,360194.45,91.45
ASSET-000524,Defibrillators,Medtronic,MED-1871,HH-11492164,Fruitland,OB/GYN,2022-08-19,2022-10-14,2026-03-01,VxWorks,192.168.230.89,4b:20:b5:21:8d:81,Retired,365241.45,72.14
ASSET-000525,Dehumidifiers,Condair,CON-7492,ML-47228200,Magic Valley,Recovery,2019-09-23,2019-12-19,2028-09-14,VxWorks,,03:1b:b7:3d:24:20,Active,366538.27,57.33
ASSET-000526,Dehumidifiers,Condair,CON-3969,FQ-77848728,Boise,Recovery,2016-06-03,2016-06-16,2030-11-13,,192.168.122.36,,Active,159041.71,66.77
ASSET-000527,Defibrillators,Philips,PHI-4023,HC-96884578,Twin Falls,Med/Surg,2018-04-12,2018-07-04,2029-02-17,VxWorks,192.168.143.16,30:56:00:06:02:a7,Active,18688.51,64.05
ASSET-000528,Ventilators,Philips,PHI-9162,AS-74564240,Nampa,Neuro,2018-06-04,2018-08-31,2030-10-06,,192.168.226.198,4c:e3:0f:13:3d:9f,Retired,58348.59,61.83
ASSET-000529,Lighting Systems,Surgical Care Industries,SUR-9153,KA-25478077,Magic Valley,OB/GYN,2017-10-11,2017-12-09,2029-07-26,Windows 10,192.168.17.87,48:7a:fb:60:ce:15,Active,458722.2,69.21
ASSET-000530,Microscopes,Zeiss,ZEI-6251,PT-64930853,Jerome,OB/GYN,2023-09-13,2023-11-22,2028-03-15,,192.168.161.110,c1:2a:fb:0c:fb:35,Active,244631.72,48.89
ASSET-000531,Dehumidifiers,Honeywell,HON-1903,CP-66326634,Jerome,OR (Operating Room),2018-02-10,2018-04-27,2030-03-21,Windows 10,192.168.13.248,60:b4:1a:de:5b:bd,Active,27136.75,57.14
ASSET-000532,Lighting Systems,Surgical Care Industries,SUR-6247,GC-38944846,Meridian,Lab,2022-04-19,2022-07-10,2028-07-07,,192.168.75.2,,Active,458046.27,53.31
ASSET-000533,Microscopes,Leica,LEI-7091,RG-22417974,Eagle,OR (Operating Room),2017-03-20,2017-04-21,2028-07-22,Custom OS,,8b:d1:05:d4:d3:c1,Active,451032.52,83.17
ASSET-000534,Anesthesia Machines,Aisys,AIS-7479,KJ-50208021,Boise,Recovery,2017-11-23,2017-12-22,2026-02-04,Custom OS,192.168.47.138,83:cb:91:92:91:85,Active,64103.35,98.23
ASSET-000535,Vital Signs Monitors,Edan,EDA-4289,GL-27031207,Nampa,Neuro,2015-08-16,2015-08-30,2026-01-27,Windows 10,192.168.207.18,bd:e0:49:e2:15:60,Active,363830.53,100.0
ASSET-000536,CT Scanners,Philips,PHI-3875,EB-64757051,McCall,Recovery,2018-11-02,2018-12-23,2032-09-03,QNX,192.168.169.185,e1:23:7d:93:52:49,Active,162189.01,56.11
ASSET-000537,Vital Signs Monitors,Philips,PHI-3783,NA-46187234,Elmore,Emergency,2020-01-05,2020-01-19,2028-01-19,Embedded Linux,192.168.31.220,12:25:0a:f3:c5:90,Active,196449.73,69.1
ASSET-000538,Cardiac Devices,Abbott,ABB-6654,DS-13673037,Wood River,Recovery,2022-03-15,2022-05-23,2028-05-21,,,83:52:bc:0a:dd:99,Active,232666.37,57.11
ASSET-000539,MRI,Siemens,SIE-6782,SD-37645208,Magic Valley,Med/Surg,2021-07-15,2021-09-11,2029-06-11,Embedded Linux,192.168.136.53,61:63:ba:ed:d1:bf,Active,110689.27,41.41
ASSET-000540,Ultrasound,Sonosite,SON-7752,HP-47435031,Boise,Lab,2018-06-18,2018-07-09,2032-07-06,,192.168.53.99,58:8b:4f:cd:65:4d,Active,236946.98,63.68
ASSET-000541,CT Scanners,Hitachi,HIT-9693,AB-50249163,Elmore,OR (Operating Room),2016-02-03,2016-02-06,2026-01-11,,192.168.231.92,4d:6d:9d:21:b9:a1,Active,414985.98,99.75
ASSET-000542,Ultrasound,GE Healthcare,GE -3618,RC-97925132,Nampa,Imaging (Radiology),2021-02-18,2021-05-09,2030-11-16,Windows Server 2019,192.168.232.64,,Active,77589.91,44.45
ASSET-000543,Lighting Systems,Steris,STE-8746,ER-95005281,Eagle,Recovery,2017-01-19,2017-04-18,2029-08-19,Embedded Linux,,,Retired,285557.59,68.86
ASSET-000544,Infusion Pumps,Medtronic,MED-3210,ME-35857306,North Canyon,Cardiac Care,2021-03-04,2021-05-29,2026-11-11,Custom OS,,fd:08:d5:56:ba:81,Active,143721.69,75.2
ASSET-000545,CT Scanners,Siemens,SIE-1852,GF-40778487,Wood River,Lab,2019-05-15,2019-07-10,2028-11-15,Windows Server 2019,192.168.34.224,,Active,368647.43,50.19
ASSET-000546,MRI,Hitachi,HIT-1589,CS-85574982,Elmore,Cardiac Care,2021-06-12,2021-08-17,2030-07-23,Windows Server 2019,192.168.142.50,88:2a:e6:2b:a3:3a,Active,68620.29,47.62
ASSET-000547,CT Scanners,GE Healthcare,GE -3523,SN-27448570,North Canyon,Lab,2016-02-01,2016-02-03,2029-10-03,QNX,,,Active,168795.82,71.65
ASSET-000548,Surgical Lights,Welch Allyn,WEL-4268,TN-20959351,Elmore,ICU (Intensive Care),2017-02-23,2017-03-07,2026-11-08,QNX,192.168.83.161,f3:65:fd:5f:f0:93,Active,297946.97,98.61
ASSET-000549,Anesthesia Machines,Drager,DRA-3881,PL-38782945,Magic Valley,Cardiac Care,2017-09-19,2017-10-14,2030-02-07,Windows Server 2019,192.168.59.42,97:d3:92:6f:da:80,Active,369044.36,65.31
ASSET-000550,Ultrasound,Siemens,SIE-2059,GD-11810220,Boise,ICU (Intensive Care),2022-06-24,2022-07-02,2031-02-22,,192.168.4.251,2d:a3:b9:21:86:a3,Active,372385.36,39.8
ASSET-000551,CT Scanners,Hitachi,HIT-4117,JB-73109678,Magic Valley,OB/GYN,2017-01-23,2017-03-10,2031-06-26,,,ed:e7:4e:48:c5:d6,Retired,437314.07,67.88
ASSET-000552,Ventilators,GE Healthcare,GE -6991,QB-53910371,Boise,Med/Surg,2017-03-19,2017-04-12,2026-01-13,Windows Server 2019,192.168.6.128,9b:8e:74:61:f9:ff,Active,473928.79,91.6
ASSET-000553,CT Scanners,GE Healthcare,GE -2096,BC-58650948,McCall,Recovery,2019-03-08,2019-05-14,2031-07-16,Windows Server 2019,192.168.87.162,db:3e:42:90:ae:bf,Active,432728.28,53.7
ASSET-000554,Anesthesia Machines,Philips,PHI-7062,NG-41381138,Eagle,Lab,2018-06-23,2018-07-23,2031-11-16,,192.168.148.204,63:41:a4:75:79:7f,Active,237527.51,55.19
ASSET-000555,MRI,Siemens,SIE-6269,DM-38392886,Meridian,Neuro,2022-08-20,2022-09-24,2026-07-25,Custom OS,192.168.37.94,,Active,127059.88,71.33
ASSET-000556,Defibrillators,Stryker,STR-3394,LF-76122868,Twin Falls,Emergency,2022-06-20,2022-08-28,2027-11-07,,192.168.31.76,63:90:7f:c0:d8:05,Active,106098.81,52.96
ASSET-000557,Infusion Pumps,Baxter,BAX-8617,PP-89755855,Nampa,Recovery,2021-09-06,2021-11-22,2027-06-04,,192.168.51.181,91:53:41:a5:08:3f,Active,166636.33,74.77
ASSET-000558,Vital Signs Monitors,Philips,PHI-8114,JM-59398368,Wood River,Emergency,2021-03-11,2021-05-29,2028-05-11,VxWorks,192.168.131.15,43:fe:20:22:47:4d,Active,85873.96,62.14
ASSET-000559,CT Scanners,Philips,PHI-2329,SE-77600490,Eagle,Emergency,2016-08-13,2016-10-22,2026-07-21,,192.168.141.211,6a:e5:51:3b:85:74,Active,324155.5,100.0
ASSET-000560,Defibrillators,Philips,PHI-1691,TS-40433504,Magic Valley,Lab,2017-03-17,2017-04-27,2030-11-13,Custom OS,192.168.7.172,d4:22:14:66:12:6a,Active,248275.2,63.49
ASSET-000561,Vital Signs Monitors,GE Healthcare,GE -7507,EE-89921075,Magic Valley,Imaging (Radiology),2023-01-21,2023-04-11,2027-09-12,Windows 11,,,Active,101907.35,53.98
ASSET-000562,Ultrasound,Canon,CAN-1472,NG-45933441,Fruitland,OB/GYN,2023-07-07,2023-07-31,2027-07-26,Custom OS,192.168.195.146,98:6d:9b:b8:ed:1b,Active,118755.97,68.9
ASSET-000563,Vital Signs Monitors,Philips,PHI-6077,KB-15727919,Boise,Lab,2017-06-07,2017-08-10,2029-06-15,,192.168.43.236,92:7f:27:36:00:0f,Active,429297.16,69.47
ASSET-000564,Defibrillators,Cardiac Science,CAR-3613,DH-96105566,Meridian,OR (Operating Room),2020-04-21,2020-05-16,2030-06-03,QNX,192.168.198.9,,Active,135049.2,54.3
ASSET-000565,Infusion Pumps,Hospira,HOS-1497,TE-90604805,Fruitland,Imaging (Radiology),2015-02-03,2015-03-06,2027-10-23,Windows Server 2019,192.168.145.123,4e:6e:21:cb:c1:0f,Active,219081.32,89.66
ASSET-000566,Cardiac Devices,Medtronic,MED-2032,SC-58320679,Twin Falls,Cardiac Care,2022-04-26,2022-05-31,2026-05-28,QNX,192.168.1.167,de:fa:76:18:92:ba,Active,186812.09,73.21
ASSET-000567,Dialysis,Nxstage,NXS-9859,RB-36462251,Nampa,Emergency,2020-07-06,2020-09-19,2029-06-25,Custom OS,192.168.228.127,d0:b8:dd:2c:81:46,Active,182541.0,49.67
ASSET-000568,Lighting Systems,Surgical Care Industries,SUR-6627,ER-86416862,Jerome,Imaging (Radiology),2020-09-21,2020-10-12,2030-04-27,Windows 10,,,Loaner,274278.38,50.2
ASSET-000569,Lighting Systems,Brüel & Kjaer,BRÜ-3698,SH-83769389,Elmore,Lab,2020-08-04,2020-09-15,2030-09-13,Custom OS,192.168.148.90,36:73:e8:4f:60:00,Retired,484793.83,53.0
ASSET-000570,Surgical Lights,Brüel & Kjaer,BRÜ-4962,PP-31465911,Eagle,Cardiac Care,2018-09-21,2018-10-04,2028-01-01,Windows 11,192.168.199.175,81:e7:3c:d8:b7:ce,Active,300792.63,73.43
ASSET-000571,MRI,Canon,CAN-8838,FM-55355904,Wood River,OB/GYN,2015-11-16,2015-11-21,2029-05-23,Custom OS,192.168.138.198,b3:fb:0d:c2:13:f9,Active,47980.17,72.52
ASSET-000572,Surgical Lights,Steris,STE-8449,ME-97927033,Eagle,Emergency,2018-10-16,2018-10-21,2030-12-28,VxWorks,192.168.3.176,0e:e3:23:5c:ed:8c,Active,197148.16,64.25
ASSET-000573,Ultrasound,Sonosite,SON-2927,LD-11039240,Elmore,Neuro,2022-03-15,2022-04-22,2028-10-11,QNX,192.168.215.20,f8:7f:02:c6:5a:c0,Active,95425.51,38.4
ASSET-000574,Patient Monitors,Edan,EDA-8285,GT-47705383,Elmore,ICU (Intensive Care),2016-03-05,2016-03-22,2032-10-01,Windows Server 2019,192.168.111.6,bc:36:d6:f2:11:8e,Active,352513.64,65.67
ASSET-000575,Defibrillators,Cardiac Science,CAR-9308,SB-84879206,Magic Valley,Imaging (Radiology),2016-01-06,2016-01-18,2030-08-22,,192.168.68.123,5e:d3:3b:14:76:67,Active,70941.34,72.01
ASSET-000576,Vital Signs Monitors,Philips,PHI-2847,QA-42043940,Jerome,Cardiac Care,2023-01-10,2023-01-28,2028-08-26,QNX,192.168.123.55,c6:24:4a:41:4a:22,Active,494984.13,45.73
ASSET-000577,Microscopes,Nikon,NIK-4692,HN-16451046,Twin Falls,Med/Surg,2015-07-02,2015-08-13,2028-11-24,,192.168.156.215,,Active,68026.54,76.15
ASSET-000578,Dialysis,DaVita,DAV-4954,GS-81579812,North Canyon,Neuro,2019-08-25,2019-09-04,2028-02-18,Custom OS,192.168.165.11,c9:8f:ed:ae:9b:a7,Retired,428412.56,69.7
ASSET-000579,Cardiac Devices,LivaNova,LIV-3248,RN-78003845,Fruitland,Emergency,2016-12-16,2017-01-29,2030-02-09,Windows Server 2019,,74:a0:a5:7a:61:b2,Loaner,99964.04,63.35
ASSET-000580,Ultrasound,Sonosite,SON-7944,JB-20555438,Wood River,Lab,2017-12-10,2018-01-04,2029-09-18,Custom OS,192.168.134.45,95:7e:69:ac:5d:fe,Active,198856.97,62.17
ASSET-000581,Vital Signs Monitors,Mindray,MIN-3397,NE-46084325,Twin Falls,OB/GYN,2016-05-04,2016-06-22,2032-01-03,Windows Server 2019,,8d:d7:65:88:1a:da,Active,247332.0,66.08
ASSET-000582,Infusion Pumps,Medtronic,MED-3967,EP-16893639,Meridian,Emergency,2015-01-28,2015-02-06,2026-09-18,Custom OS,192.168.191.176,14:1e:05:39:ac:8d,Active,124136.73,100.0
ASSET-000583,Lighting Systems,Brüel & Kjaer,BRÜ-6792,TG-49578232,Magic Valley,Imaging (Radiology),2015-09-19,2015-10-30,2028-07-07,Windows 10,,8a:f8:3f:30:7e:d0,Active,232455.77,86.66
ASSET-000584,Ultrasound,GE Healthcare,GE -1051,LC-24826292,Magic Valley,Cardiac Care,2021-10-28,2022-01-13,2029-04-04,,192.168.114.114,c4:c2:0b:8b:69:fb,Active,438197.62,38.42
ASSET-000585,Cardiac Devices,Biotronik,BIO-8244,PP-88125205,North Canyon,Lab,2020-03-23,2020-04-02,2030-07-06,,192.168.81.91,7f:94:76:c2:f0:0c,Active,283838.01,51.45
ASSET-000586,MRI,Canon,CAN-6655,AJ-47423122,McCall,Med/Surg,2015-08-14,2015-10-11,2028-05-12,Windows Server 2019,,50:56:70:64:12:c3,Active,381551.57,85.9
ASSET-000587,Cardiac Devices,LivaNova,LIV-1820,MC-99939330,Twin Falls,ICU (Intensive Care),2023-05-15,2023-06-04,2027-07-09,,192.168.105.80,22:76:2f:1a:5a:93,Active,471297.97,68.95
ASSET-000588,Cardiac Devices,Medtronic,MED-2103,RR-72897526,Meridian,Cardiac Care,2017-09-04,2017-11-03,2029-03-05,Windows 11,192.168.3.84,,Active,259056.72,60.21
ASSET-000589,MRI,Siemens,SIE-3736,PH-22330604,Boise,Recovery,2017-03-08,2017-05-25,2030-05-15,Windows 11,192.168.183.64,15:22:c1:45:00:93,Active,400424.84,66.78
ASSET-000590,Surgical Lights,Berchtold,BER-9602,QH-33127975,Fruitland,Neuro,2020-10-19,2020-12-10,2029-07-06,Embedded Linux,192.168.10.53,bc:98:3b:d3:c3:c0,Active,16818.55,49.87
ASSET-000591,MRI,Siemens,SIE-8371,TS-66096569,North Canyon,Imaging (Radiology),2019-07-08,2019-07-27,2026-04-15,Embedded Linux,192.168.120.96,,Active,210821.01,80.51
ASSET-000592,Ultrasound,Philips,PHI-1870,TN-08177038,McCall,Recovery,2021-11-28,2022-01-23,2026-05-12,,192.168.11.240,,Active,38539.05,68.31
ASSET-000593,Ventilators,Drager,DRA-2659,NK-08680347,Nampa,Neuro,2019-01-01,2019-03-08,2026-09-12,Embedded Linux,192.168.157.118,a7:91:bc:1a:3f:e0,Active,219537.05,85.14
ASSET-000594,Ventilators,GE Healthcare,GE -6409,EQ-47264908,Wood River,Recovery,2019-03-05,2019-03-31,2026-07-09,Windows 10,192.168.4.245,d6:63:d5:4d:da:82,Loaner,109254.91,89.91
ASSET-000595,Ultrasound,Mindray,MIN-8907,NP-71812982,Meridian,Lab,2022-03-22,2022-05-25,2027-11-15,,192.168.187.251,f0:84:a9:a7:4f:8e,Active,390256.58,52.45
ASSET-000596,Defibrillators,Medtronic,MED-6376,CJ-57027937,Jerome,Cardiac Care,2022-12-13,2022-12-20,2029-05-04,,192.168.217.201,7f:ed:4e:32:b9:d3,Active,212549.31,38.31
ASSET-000597,Cardiac Devices,Biotronik,BIO-2086,SN-52111751,McCall,OR (Operating Room),2021-07-27,2021-09-21,2027-08-01,Windows Server 2019,192.168.61.125,,Active,479345.76,75.88
ASSET-000598,Ultrasound,Siemens,SIE-3701,LE-89268602,McCall,Imaging (Radiology),2020-10-13,2020-10-24,2027-02-26,,192.168.110.127,,Retired,397826.74,81.97
ASSET-000599,Anesthesia Machines,Philips,PHI-3909,KF-22206447,Boise,Imaging (Radiology),2019-06-22,2019-09-18,2030-11-19,Windows 11,,13:2a:14:00:62:57,Retired,412974.51,54.9
ASSET-000600,Cardiac Devices,LivaNova,LIV-2174,RR-12309407,North Canyon,Cardiac Care,2017-02-15,2017-05-04,2028-12-17,VxWorks,192.168.73.9,ad:53:f2:e7:b7:9c,Active,354300.43,64.01
ASSET-000601,Dehumidifiers,Carel,CAR-6351,QP-80973397,Magic Valley,Lab,2022-03-23,2022-04-12,2026-01-19,,192.168.115.33,25:90:aa:a3:7a:f6,Active,65696.16,71.44
ASSET-000602,Lighting Systems,Brüel & Kjaer,BRÜ-4436,TG-71990384,Fruitland,OR (Operating Room),2020-03-13,2020-04-07,2028-05-13,Embedded Linux,192.168.248.102,,Retired,227558.06,68.16
ASSET-000603,Dialysis,Nxstage,NXS-4014,KL-02205020,Boise,Imaging (Radiology),2019-07-03,2019-09-04,2029-01-05,VxWorks,192.168.72.233,5c:d5:13:04:b8:af,Active,189646.83,50.03
ASSET-000604,Patient Monitors,GE Healthcare,GE -3421,TF-10162249,McCall,Neuro,2019-09-13,2019-11-20,2030-10-07,QNX,,94:e9:16:91:aa:09,Active,315386.15,57.92
ASSET-000605,Lighting Systems,Steris,STE-4783,NC-79501455,McCall,OB/GYN,2018-08-09,2018-09-17,2031-04-22,,192.168.68.2,14:71:e6:7a:cb:01,Active,479525.54,63.02
ASSET-000606,MRI,GE Healthcare,GE -9220,LS-68147214,Elmore,Cardiac Care,2015-08-19,2015-09-16,2030-02-28,Embedded Linux,192.168.85.46,66:07:db:28:a8:7d,Retired,15241.99,71.3
ASSET-000607,Ventilators,VELA,VEL-5789,SC-68339019,Wood River,Cardiac Care,2021-03-14,2021-04-10,2029-05-10,,192.168.164.18,4f:3e:01:7a:21:8a,Loaner,61118.53,44.51
ASSET-000608,Defibrillators,Stryker,STR-3000,ME-79469548,Fruitland,OB/GYN,2019-02-12,2019-02-24,2029-04-18,,192.168.234.234,2c:20:53:4a:af:52,Active,346317.25,51.94
ASSET-000609,Anesthesia Machines,Mindray,MIN-7377,HK-99787729,Eagle,ICU (Intensive Care),2023-07-07,2023-07-29,2026-11-16,,192.168.18.250,,Active,330227.73,69.13
ASSET-000610,MRI,Philips,PHI-7043,PP-30107139,Magic Valley,OR (Operating Room),2015-08-07,2015-08-08,2028-11-12,Embedded Linux,192.168.2.249,ed:2b:44:31:3b:45,Active,279024.61,75.52
ASSET-000611,Cardiac Devices,Medtronic,MED-6194,JC-05583034,Magic Valley,Cardiac Care,2023-07-10,2023-07-15,2028-05-22,,192.168.67.209,4e:8f:ae:d2:26:ba,Active,157650.64,48.0
ASSET-000612,CT Scanners,Siemens,SIE-2524,LN-44885015,Nampa,Neuro,2016-06-04,2016-06-17,2030-06-04,Windows 11,192.168.21.60,9f:28:98:98:33:ce,Active,25165.03,74.19
ASSET-000613,CT Scanners,Philips,PHI-1852,RB-99023557,Nampa,ICU (Intensive Care),2016-10-01,2016-10-15,2028-06-13,Windows Server 2019,192.168.241.144,,Active,170361.1,81.85
ASSET-000614,Dialysis,Fresenius,FRE-8705,BS-27278576,Magic Valley,Imaging (Radiology),2017-12-27,2018-03-25,2032-01-22,Windows Server 2019,192.168.187.199,,Active,122766.29,59.3
ASSET-000615,Patient Monitors,Mortara,MOR-5795,LM-49588039,McCall,Imaging (Radiology),2021-10-14,2021-12-28,2027-04-20,,192.168.108.66,fe:00:3a:cf:61:81,Active,290424.93,78.14
ASSET-000616,Ventilators,VELA,VEL-1658,NF-12405682,Magic Valley,Lab,2015-12-03,2016-02-29,2027-04-09,,192.168.167.54,07:d3:36:ae:69:e4,Active,363535.53,100.0
ASSET-000617,MRI,Hitachi,HIT-9501,RH-91450461,Wood River,Cardiac Care,2022-11-07,2023-01-28,2026-07-12,QNX,,fa:fa:8c:df:19:81,Active,234473.34,60.61
ASSET-000618,Surgical Lights,Berchtold,BER-9589,MB-57438421,Twin Falls,Lab,2021-02-10,2021-03-01,2027-03-14,,192.168.196.136,e8:b2:9b:72:e6:66,Active,141429.71,74.77
ASSET-000619,Defibrillators,Zoll,ZOL-8178,GL-31780782,Nampa,OR (Operating Room),2018-11-16,2019-01-05,2027-09-17,Windows 11,192.168.185.95,32:8b:9e:ce:0a:20,Active,442980.27,67.41
ASSET-000620,Dehumidifiers,Honeywell,HON-9682,GB-78452182,Nampa,Recovery,2023-01-05,2023-01-08,2030-09-14,Windows 10,192.168.48.28,d9:80:8b:66:cd:b6,Active,238567.97,31.96
ASSET-000621,Microscopes,Nikon,NIK-6847,CL-76810409,Fruitland,Lab,2023-06-16,2023-07-16,2030-12-03,Windows 11,192.168.222.12,d3:25:34:e1:45:71,Active,113142.88,30.97
ASSET-000622,MRI,GE Healthcare,GE -5594,GL-70184094,Wood River,OB/GYN,2022-04-03,2022-05-17,2030-02-26,VxWorks,192.168.162.241,,Active,346053.37,40.41
ASSET-000623,Lighting Systems,Steris,STE-4544,JE-33448571,Eagle,Emergency,2016-02-17,2016-05-02,2027-10-09,QNX,192.168.92.193,54:0d:31:0a:8c:62,Active,82692.31,87.37
ASSET-000624,Microscopes,Leica,LEI-4238,GT-24109881,Nampa,Cardiac Care,2022-01-22,2022-03-21,2027-03-02,QNX,192.168.161.194,,Active,344946.07,66.54
ASSET-000625,Defibrillators,Cardiac Science,CAR-1124,FC-58542493,Nampa,Emergency,2015-09-06,2015-12-03,2029-02-25,Windows 10,192.168.28.112,55:88:a8:e7:50:6e,Loaner,215318.73,76.11
ASSET-000626,CT Scanners,Philips,PHI-4508,RB-49587020,Elmore,OR (Operating Room),2018-07-10,2018-08-28,2029-02-28,Custom OS,192.168.231.14,39:f5:ca:45:1b:5c,Active,119741.21,56.26
ASSET-000627,Patient Monitors,Mortara,MOR-2369,QM-16016629,McCall,Neuro,2023-02-09,2023-03-15,2027-03-27,Embedded Linux,192.168.215.53,70:2d:4b:e2:24:d8,Active,275629.51,67.38
ASSET-000628,Dialysis,Nxstage,NXS-6532,CQ-45381792,Boise,OR (Operating Room),2015-01-25,2015-04-21,2031-12-01,Windows 11,192.168.207.164,2a:61:f6:32:e0:be,Active,317268.78,79.69
ASSET-000629,CT Scanners,Philips,PHI-7210,JM-17477332,Wood River,ICU (Intensive Care),2023-11-10,2023-12-18,2027-02-18,,192.168.148.139,fb:27:4d:59:93:15,Active,237092.82,65.07
ASSET-000630,Cardiac Devices,Medtronic,MED-1045,RD-62557701,Wood River,Cardiac Care,2018-07-12,2018-10-02,2029-09-09,Embedded Linux,192.168.32.61,89:74:a4:bd:19:bb,Active,89266.65,60.77
ASSET-000631,Dialysis,Baxter,BAX-1868,ES-57724599,Eagle,Lab,2018-07-20,2018-10-07,2030-01-25,QNX,,,Active,67254.51,55.61
ASSET-000632,Microscopes,Olympus,OLY-5142,QN-16158148,Jerome,ICU (Intensive Care),2023-09-24,2023-09-25,2027-12-09,,192.168.141.243,7f:63:c1:60:20:cc,Active,81656.16,45.66
ASSET-000633,Surgical Lights,Welch Allyn,WEL-9547,NC-96393827,North Canyon,Cardiac Care,2021-05-06,2021-05-09,2027-07-25,,192.168.186.217,6d:35:9e:80:2a:ec,Retired,411908.27,72.92
ASSET-000634,Ventilators,ResMed,RES-7122,HF-53966958,Twin Falls,OR (Operating Room),2017-07-26,2017-08-25,2029-09-22,Windows 11,,,Active,46880.4,63.77
ASSET-000635,Microscopes,Nikon,NIK-9404,TD-19719975,North Canyon,Neuro,2023-01-25,2023-02-23,2029-09-23,Windows 11,,44:ee:1f:ae:13:94,Active,33474.1,38.53
ASSET-000636,Patient Monitors,Mindray,MIN-4183,NL-72461919,Jerome,Cardiac Care,2020-12-04,2021-01-24,2031-02-03,VxWorks,192.168.120.185,,Active,28923.52,49.76
ASSET-000637,Dialysis,DaVita,DAV-9070,EQ-70132902,Magic Valley,Imaging (Radiology),2021-11-11,2021-12-10,2026-07-28,Windows 10,,,Active,254918.79,77.58
ASSET-000638,Infusion Pumps,B. Braun,B. -9203,LK-84699733,Eagle,Neuro,2023-01-01,2023-01-25,2026-01-26,Windows 10,192.168.107.29,06:7d:c1:aa:f1:fe,Active,145406.35,69.79
ASSET-000639,Lighting Systems,Surgical Care Industries,SUR-4501,SN-94651909,Eagle,Emergency,2020-03-02,2020-03-12,2028-02-28,Custom OS,192.168.28.139,76:cb:f4:af:0d:47,Active,206603.12,61.71
ASSET-000640,Cardiac Devices,LivaNova,LIV-9287,MD-24058008,Nampa,ICU (Intensive Care),2018-08-09,2018-09-21,2028-05-02,Custom OS,192.168.34.134,15:bb:0a:ac:79:fc,Retired,217191.41,79.66
ASSET-000641,Infusion Pumps,Hospira,HOS-3110,NN-40369656,Eagle,OR (Operating Room),2015-04-28,2015-05-06,2027-04-12,VxWorks,192.168.224.196,4e:e9:25:a4:6c:33,Loaner,384959.35,100.0
ASSET-000642,Microscopes,Olympus,OLY-9340,NM-68327238,Jerome,Imaging (Radiology),2021-10-04,2021-12-06,2029-09-21,,192.168.252.135,,Active,481748.88,41.16
ASSET-000643,Anesthesia Machines,Aestiva,AES-8330,ER-62422010,Magic Valley,Emergency,2019-04-16,2019-07-11,2030-09-05,Windows 11,192.168.96.158,1b:34:bd:e7:09:18,Active,496629.3,55.81
ASSET-000644,Ultrasound,Sonosite,SON-3978,FQ-62126796,Boise,Recovery,2019-10-26,2019-11-17,2030-10-20,,192.168.160.147,,Retired,330101.74,58.3
ASSET-000645,Infusion Pumps,JMS,JMS-5842,PA-86876532,Nampa,Neuro,2020-10-13,2021-01-03,2028-06-19,Windows 10,192.168.228.80,63:59:61:37:5e:72,Active,74939.65,64.69
ASSET-000646,Anesthesia Machines,Philips,PHI-1376,MB-97384689,Jerome,Recovery,2017-07-21,2017-08-06,2027-07-01,Windows 11,192.168.80.144,,Active,262396.92,92.2
ASSET-000647,Dialysis,DaVita,DAV-9523,ES-09751971,Nampa,Neuro,2015-05-27,2015-05-28,2032-11-04,,,de:ae:0f:4b:cf:b7,Active,77573.07,76.61
ASSET-000648,MRI,Canon,CAN-7198,RC-47818913,McCall,Med/Surg,2016-04-01,2016-06-12,2029-11-27,Windows 11,192.168.207.136,ac:3d:80:62:88:cc,Active,124097.4,72.96
ASSET-000649,Ultrasound,Mindray,MIN-1664,RQ-89490580,Boise,Imaging (Radiology),2022-04-01,2022-04-02,2029-10-13,,192.168.15.30,,Active,254430.17,35.75
ASSET-000650,Microscopes,Zeiss,ZEI-1785,FB-87956544,Meridian,Med/Surg,2023-01-20,2023-04-13,2027-05-21,Custom OS,192.168.14.117,5a:64:e2:d2:49:19,Active,114152.83,62.8
