work_order_id,asset_number,work_order_type,request_date,completion_date,technician_id,labor_hours,status
WO-00016934,ASSET-002607,Corrective,2024-01-28,2024-02-03,TECH-0034,21.88,Completed
WO-00016935,ASSET-002607,Corrective,2023-06-18,,TECH-0042,16.26,Open
WO-00016936,ASSET-002607,Preventive,2025-09-23,2025-10-22,TECH-0006,30.15,Completed
WO-00016937,ASSET-002607,Preventive,2026-09-03,2026-09-16,TECH-0032,14.21,Completed
WO-00016938,ASSET-002608,Corrective,2023-10-18,2023-10-25,TECH-0010,28.73,Completed
WO-00016939,ASSET-002608,Recall,2023-06-24,2023-07-04,TECH-0011,12.2,Completed
WO-00016940,ASSET-002608,Preventive,2026-11-04,2026-11-21,TECH-0003,19.51,Completed
WO-00016941,ASSET-002608,Preventive,2023-03-05,2023-03-07,TECH-0038,12.46,Completed
WO-00016942,ASSET-002608,Recall,2025-10-27,2025-11-17,TECH-0035,27.59,Completed
WO-00016943,ASSET-002608,Preventive,2023-11-07,,TECH-0004,33.46,Open
WO-00016944,ASSET-002608,Corrective,2025-09-05,2025-09-19,TECH-0037,15.69,Completed
WO-00016945,ASSET-002608,Preventive,2026-06-11,2026-06-22,TECH-0048,13.99,Completed
WO-00016946,ASSET-002608,Preventive,2024-02-22,2024-03-13,TECH-0032,33.95,Completed
WO-00016947,ASSET-002609,Recall,2025-04-04,2025-04-24,TECH-0029,26.56,Completed
WO-00016948,ASSET-002609,Corrective,2023-09-04,,TECH-0035,24.79,Open
WO-00016949,ASSET-002609,Corrective,2023-06-03,,TECH-0042,28.44,Open
WO-00016950,ASSET-002609,Corrective,2024-11-12,2024-12-02,TECH-0027,16.88,Completed
WO-00016951,ASSET-002609,Recall,2024-03-07,2024-03-10,TECH-0017,27.87,Completed
WO-00016952,ASSET-002609,Preventive,2023-03-23,2023-03-27,TECH-0046,16.32,Completed
WO-00016953,ASSET-002609,Corrective,2025-12-23,,TECH-0014,38.61,In Progress
WO-00016954,ASSET-002609,Corrective,2026-07-26,2026-08-04,TECH-0012,0.85,Completed
WO-00016955,ASSET-002609,Corrective,2025-12-22,2026-01-02,TECH-0041,34.42,Completed
WO-00016956,ASSET-002609,Corrective,2024-12-14,,TECH-0035,5.91,In Progress
WO-00016957,ASSET-002609,Corrective,2026-02-11,2026-03-02,TECH-0037,19.2,Completed
WO-00016958,ASSET-002610,Corrective,2023-03-28,,TECH-0015,5.23,In Progress
WO-00016959,ASSET-002610,Preventive,2025-02-17,2025-03-07,TECH-0040,26.48,Completed
WO-00016960,ASSET-002611,Preventive,2026-12-13,,TECH-0049,14.5,Open
WO-00016961,ASSET-002611,Preventive,2025-05-08,2025-05-26,TECH-0015,5.64,Completed
WO-00016962,ASSET-002611,Corrective,2025-06-16,,TECH-0010,15.7,Open
WO-00016963,ASSET-002611,Preventive,2024-03-17,2024-03-30,TECH-0002,25.78,Completed
WO-00016964,ASSET-002611,Corrective,2024-02-17,2024-03-15,TECH-0046,25.67,Completed
WO-00016965,ASSET-002612,Corrective,2023-01-10,2023-01-24,TECH-0039,18.71,Completed
WO-00016966,ASSET-002612,Corrective,2025-06-23,2025-07-14,TECH-0007,21.7,Completed
WO-00016967,ASSET-002612,Corrective,2023-07-06,,TECH-0012,29.71,Open
WO-00016968,ASSET-002612,Corrective,2024-06-01,2024-06-20,TECH-0007,34.01,Completed
WO-00016969,ASSET-002612,Recall,2025-12-14,2025-12-31,TECH-0006,12.49,Completed
WO-00016970,ASSET-002612,Corrective,2025-02-25,2025-03-14,TECH-0048,31.34,Completed
WO-00016971,ASSET-002613,Corrective,2025-01-13,2025-02-09,TECH-0006,31.46,Completed
WO-00016972,ASSET-002613,Corrective,2025-07-16,2025-07-26,TECH-0040,36.69,Completed
WO-00016973,ASSET-002613,Corrective,2024-03-28,,TECH-0035,23.68,Open
WO-00016974,ASSET-002613,Preventive,2026-11-03,2026-11-06,TECH-0049,32.8,Completed
WO-00016975,ASSET-002613,Preventive,2024-08-18,2024-08-23,TECH-0041,6.24,Completed
WO-00016976,ASSET-002613,Corrective,2026-02-12,2026-03-03,TECH-0014,1.95,Completed
WO-00016977,ASSET-002614,Corrective,2023-03-13,2023-03-18,TECH-0007,35.4,Completed
WO-00016978,ASSET-002614,Corrective,2023-06-01,2023-06-16,TECH-0028,2.19,Completed
WO-00016979,ASSET-002614,Preventive,2023-04-07,2023-04-16,TECH-0038,15.08,Completed
WO-00016980,ASSET-002614,Preventive,2026-05-09,,TECH-0008,17.11,In Progress
WO-00016981,ASSET-002614,Corrective,2026-04-19,2026-04-26,TECH-0013,1.1,Completed
WO-00016982,ASSET-002614,Recall,2025-07-15,2025-07-23,TECH-0003,5.62,Completed
WO-00016983,ASSET-002614,Preventive,2023-06-11,2023-07-10,TECH-0003,12.9,Completed
WO-00016984,ASSET-002614,Inspection,2024-03-06,2024-03-28,TECH-0047,13.8,Completed
WO-00016985,ASSET-002614,Corrective,2026-07-26,2026-08-10,TECH-0017,31.27,Completed
WO-00016986,ASSET-002614,Recall,2025-12-12,2025-12-29,TECH-0013,13.65,Completed
WO-00016987,ASSET-002614,Preventive,2025-04-25,2025-05-09,TECH-0012,18.99,Completed
WO-00016988,ASSET-002615,Preventive,2024-12-22,2025-01-20,TECH-0025,30.9,Completed
WO-00016989,ASSET-002615,Preventive,2025-03-10,,TECH-0012,20.34,In Progress
WO-00016990,ASSET-002616,Preventive,2024-01-22,2024-01-24,TECH-0037,6.51,Completed
WO-00016991,ASSET-002616,Preventive,2026-12-05,2026-12-11,TECH-0029,21.51,Completed
WO-00016992,ASSET-002616,Corrective,2024-05-17,2024-06-13,TECH-0007,27.63,Completed
WO-00016993,ASSET-002616,Inspection,2024-05-25,,TECH-0030,23.79,Open
WO-00016994,ASSET-002616,Corrective,2025-05-15,2025-06-05,TECH-0031,13.13,Completed
WO-00016995,ASSET-002616,Corrective,2023-10-15,2023-10-19,TECH-0040,17.99,Completed
WO-00016996,ASSET-002616,Corrective,2025-08-13,,TECH-0013,38.96,In Progress
WO-00016997,ASSET-002616,Preventive,2024-07-20,2024-07-23,TECH-0017,39.99,Completed
WO-00016998,ASSET-002616,Corrective,2023-12-02,2023-12-11,TECH-0005,9.03,Completed
WO-00016999,ASSET-002616,Inspection,2023-06-06,2023-07-06,TECH-0045,11.51,Completed
WO-00017000,ASSET-002616,Corrective,2023-08-07,2023-08-22,TECH-0007,15.55,Completed
WO-00017001,ASSET-002616,Preventive,2023-09-09,2023-09-16,TECH-0041,16.33,Completed
WO-00017002,ASSET-002617,Preventive,2026-07-25,2026-08-06,TECH-0020,39.05,Completed
WO-00017003,ASSET-002617,Corrective,2025-11-13,2025-11-27,TECH-0048,29.12,Completed
WO-00017004,ASSET-002617,Recall,2025-01-13,2025-01-25,TECH-0024,27.04,Completed
WO-00017005,ASSET-002617,Preventive,2025-02-15,,TECH-0037,6.72,Open
WO-00017006,ASSET-002617,Corrective,2025-10-10,2025-11-05,TECH-0029,10.25,Completed
WO-00017007,ASSET-002617,Corrective,2025-05-22,2025-05-29,TECH-0027,2.16,Completed
WO-00017008,ASSET-002617,Corrective,2026-10-21,2026-11-12,TECH-0037,18.02,Completed
WO-00017009,ASSET-002617,Inspection,2026-09-23,2026-10-03,TECH-0020,20.95,Completed
WO-00017010,ASSET-002617,Preventive,2026-01-24,2026-02-20,TECH-0030,34.95,Completed
WO-00017011,ASSET-002617,Preventive,2025-03-20,2025-04-01,TECH-0014,17.58,Completed
WO-00017012,ASSET-002617,Preventive,2026-03-07,2026-03-16,TECH-0009,6.21,Completed
WO-00017013,ASSET-002617,Preventive,2025-04-22,2025-05-04,TECH-0007,15.82,Completed
WO-00017014,ASSET-002618,Corrective,2026-09-12,2026-10-01,TECH-0034,25.57,Completed
WO-00017015,ASSET-002618,Corrective,2026-04-06,2026-04-26,TECH-0045,13.26,Completed
WO-00017016,ASSET-002618,Corrective,2026-01-14,,TECH-0026,35.84,Open
WO-00017017,ASSET-002619,Corrective,2023-08-27,2023-09-08,TECH-0043,28.55,Completed
WO-00017018,ASSET-002619,Inspection,2023-02-06,2023-02-23,TECH-0003,5.41,Completed
WO-00017019,ASSET-002619,Preventive,2023-04-14,,TECH-0019,33.84,Open
WO-00017020,ASSET-002619,Preventive,2023-09-20,2023-10-02,TECH-0036,21.15,Completed
WO-00017021,ASSET-002619,Recall,2026-11-13,,TECH-0021,1.92,Open
WO-00017022,ASSET-002619,Preventive,2024-08-23,,TECH-0022,4.45,Open
WO-00017023,ASSET-002619,Corrective,2026-07-24,2026-08-19,TECH-0028,23.19,Completed
WO-00017024,ASSET-002620,Preventive,2025-09-24,2025-10-08,TECH-0041,7.6,Completed
WO-00017025,ASSET-002620,Corrective,2024-08-03,2024-08-20,TECH-0012,7.64,Completed
WO-00017026,ASSET-002621,Corrective,2025-08-06,2025-09-03,TECH-0041,20.12,Completed
WO-00017027,ASSET-002621,Preventive,2023-07-20,2023-07-26,TECH-0028,9.12,Completed
WO-00017028,ASSET-002621,Corrective,2024-04-13,2024-04-22,TECH-0043,26.84,Completed
WO-00017029,ASSET-002621,Corrective,2023-08-26,2023-09-22,TECH-0016,14.91,Completed
WO-00017030,ASSET-002621,Preventive,2026-07-17,2026-07-26,TECH-0027,10.7,Completed
WO-00017031,ASSET-002621,Corrective,2024-09-09,2024-09-13,TECH-0017,14.58,Completed
WO-00017032,ASSET-002621,Corrective,2026-09-08,2026-09-09,TECH-0010,1.27,Completed
WO-00017033,ASSET-002622,Inspection,2025-09-18,2025-10-11,TECH-0011,38.26,Completed
WO-00017034,ASSET-002622,Inspection,2023-02-21,,TECH-0000,16.93,Open
WO-00017035,ASSET-002622,Preventive,2026-02-19,2026-03-13,TECH-0044,29.85,Completed
WO-00017036,ASSET-002623,Corrective,2025-02-24,2025-03-23,TECH-0036,23.85,Completed
WO-00017037,ASSET-002623,Corrective,2024-09-08,2024-10-05,TECH-0009,5.23,Completed
WO-00017038,ASSET-002623,Corrective,2023-05-23,2023-06-09,TECH-0000,12.91,Completed
WO-00017039,ASSET-002623,Corrective,2024-08-08,2024-08-23,TECH-0006,35.83,Completed
WO-00017040,ASSET-002623,Corrective,2025-03-09,2025-03-22,TECH-0044,16.1,Completed
WO-00017041,ASSET-002623,Preventive,2026-05-03,2026-05-26,TECH-0044,11.5,Completed
WO-00017042,ASSET-002623,Preventive,2026-02-03,2026-02-26,TECH-0037,12.21,Completed
WO-00017043,ASSET-002624,Inspection,2025-06-03,2025-06-19,TECH-0041,24.89,Completed
WO-00017044,ASSET-002624,Corrective,2023-08-15,2023-09-11,TECH-0026,4.83,Completed
WO-00017045,ASSET-002625,Corrective,2024-09-07,,TECH-0009,9.11,Open
WO-00017046,ASSET-002625,Recall,2025-06-03,2025-06-14,TECH-0045,31.27,Completed
WO-00017047,ASSET-002625,Inspection,2025-09-19,2025-10-17,TECH-0005,10.01,Completed
WO-00017048,ASSET-002625,Preventive,2024-09-06,,TECH-0044,15.3,In Progress
WO-00017049,ASSET-002625,Corrective,2023-12-05,2023-12-13,TECH-0023,38.51,Completed
WO-00017050,ASSET-002625,Corrective,2024-04-03,2024-04-11,TECH-0031,6.46,Completed
WO-00017051,ASSET-002625,Preventive,2024-09-22,2024-09-26,TECH-0009,38.36,Completed
WO-00017052,ASSET-002625,Inspection,2026-12-02,2026-12-31,TECH-0031,20.45,Completed
WO-00017053,ASSET-002625,Corrective,2026-09-18,2026-09-30,TECH-0048,27.16,Completed
WO-00017054,ASSET-002625,Corrective,2026-12-17,2027-01-09,TECH-0020,32.03,Completed
WO-00017055,ASSET-002625,Preventive,2025-02-18,2025-02-19,TECH-0038,9.62,Completed
WO-00017056,ASSET-002626,Preventive,2026-06-21,2026-06-23,TECH-0005,12.38,Completed
WO-00017057,ASSET-002626,Inspection,2024-04-13,2024-05-04,TECH-0018,7.03,Completed
WO-00017058,ASSET-002626,Preventive,2023-09-24,2023-09-30,TECH-0043,6.08,Completed
WO-00017059,ASSET-002626,Corrective,2024-07-20,2024-08-10,TECH-0004,16.76,Completed
WO-00017060,ASSET-002626,Preventive,2024-06-11,2024-07-02,TECH-0028,39.89,Completed
WO-00017061,ASSET-002626,Preventive,2025-04-21,2025-05-03,TECH-0004,7.05,Completed
WO-00017062,ASSET-002627,Inspection,2025-09-05,2025-09-25,TECH-0040,23.91,Completed
WO-00017063,ASSET-002627,Preventive,2023-04-09,,TECH-0001,34.85,Open
WO-00017064,ASSET-002627,Inspection,2025-02-19,,TECH-0010,38.56,Open
WO-00017065,ASSET-002627,Corrective,2023-11-08,2023-11-24,TECH-0023,30.3,Completed
WO-00017066,ASSET-002627,Corrective,2024-09-14,2024-09-24,TECH-0030,6.49,Completed
WO-00017067,ASSET-002627,Corrective,2024-07-09,2024-07-11,TECH-0027,19.65,Completed
WO-00017068,ASSET-002627,Preventive,2023-05-01,2023-05-04,TECH-0010,28.87,Completed
WO-00017069,ASSET-002628,Corrective,2026-06-08,,TECH-0042,13.23,Open
WO-00017070,ASSET-002628,Preventive,2026-01-10,2026-02-09,TECH-0018,24.17,Completed
WO-00017071,ASSET-002628,Corrective,2023-12-11,2023-12-13,TECH-0003,27.0,Completed
WO-00017072,ASSET-002628,Corrective,2026-05-10,2026-05-25,TECH-0023,28.54,Completed
WO-00017073,ASSET-002628,Recall,2023-02-21,2023-02-24,TECH-0003,39.35,Completed
WO-00017074,ASSET-002628,Corrective,2026-09-06,2026-10-06,TECH-0014,16.83,Completed
WO-00017075,ASSET-002628,Corrective,2025-11-19,,TECH-0024,39.69,In Progress
WO-00017076,ASSET-002628,Corrective,2025-02-28,2025-03-16,TECH-0024,1.1,Completed
WO-00017077,ASSET-002628,Corrective,2026-07-25,2026-08-24,TECH-0040,33.29,Completed
WO-00017078,ASSET-002628,Corrective,2026-08-25,2026-08-26,TECH-0029,5.12,Completed
WO-00017079,ASSET-002629,Recall,2023-08-06,2023-08-19,TECH-0028,37.39,Completed
WO-00017080,ASSET-002629,Corrective,2023-07-07,2023-07-26,TECH-0035,13.28,Completed
WO-00017081,ASSET-002629,Recall,2024-12-01,2024-12-05,TECH-0036,1.85,Completed
WO-00017082,ASSET-002629,Corrective,2024-09-15,,TECH-0038,33.28,Open
WO-00017083,ASSET-002629,Preventive,2023-10-02,2023-10-06,TECH-0034,18.67,Completed
WO-00017084,ASSET-002629,Corrective,2023-05-04,2023-05-30,TECH-0029,19.47,Completed
WO-00017085,ASSET-002629,Corrective,2026-12-17,2026-12-31,TECH-0008,23.6,Completed
WO-00017086,ASSET-002629,Corrective,2026-01-08,2026-01-14,TECH-0012,28.66,Completed
WO-00017087,ASSET-002629,Corrective,2025-01-12,2025-02-10,TECH-0017,0.79,Completed
WO-00017088,ASSET-002629,Corrective,2023-05-22,2023-06-15,TECH-0015,21.34,Completed
WO-00017089,ASSET-002630,Corrective,2026-11-11,2026-11-28,TECH-0034,15.57,Completed
WO-00017090,ASSET-002630,Corrective,2026-09-07,2026-09-28,TECH-0018,28.9,Completed
WO-00017091,ASSET-002631,Corrective,2023-04-24,2023-05-18,TECH-0001,17.33,Completed
WO-00017092,ASSET-002631,Corrective,2023-03-16,2023-04-03,TECH-0042,4.72,Completed
WO-00017093,ASSET-002631,Recall,2024-07-06,2024-07-13,TECH-0038,38.61,Completed
WO-00017094,ASSET-002631,Preventive,2024-06-10,2024-06-15,TECH-0039,36.8,Completed
WO-00017095,ASSET-002631,Recall,2024-10-28,2024-11-06,TECH-0009,10.68,Completed
WO-00017096,ASSET-002631,Preventive,2023-02-21,2023-03-13,TECH-0010,38.46,Completed
WO-00017097,ASSET-002632,Corrective,2025-12-18,2025-12-24,TECH-0021,13.69,Completed
WO-00017098,ASSET-002632,Corrective,2025-04-06,2025-04-29,TECH-0009,21.12,Completed
WO-00017099,ASSET-002632,Preventive,2024-09-21,2024-09-23,TECH-0000,25.77,Completed
WO-00017100,ASSET-002632,Preventive,2025-10-24,2025-11-07,TECH-0013,14.77,Completed
WO-00017101,ASSET-002632,Preventive,2026-09-23,2026-10-18,TECH-0004,30.16,Completed
WO-00017102,ASSET-002632,Inspection,2023-10-06,2023-10-23,TECH-0039,25.33,Completed
WO-00017103,ASSET-002632,Corrective,2026-01-15,2026-02-09,TECH-0017,33.42,Completed
WO-00017104,ASSET-002632,Corrective,2023-04-18,2023-05-04,TECH-0026,1.15,Completed
WO-00017105,ASSET-002632,Corrective,2024-08-28,2024-08-31,TECH-0018,1.85,Completed
WO-00017106,ASSET-002632,Corrective,2026-10-08,2026-10-15,TECH-0016,19.98,Completed
WO-00017107,ASSET-002632,Inspection,2025-12-28,2026-01-20,TECH-0037,16.16,Completed
WO-00017108,ASSET-002633,Recall,2024-02-02,2024-02-10,TECH-0013,5.26,Completed
WO-00017109,ASSET-002633,Corrective,2024-09-21,2024-10-12,TECH-0025,37.7,Completed
WO-00017110,ASSET-002633,Preventive,2023-03-23,2023-03-24,TECH-0003,11.13,Completed
WO-00017111,ASSET-002633,Preventive,2024-07-16,2024-07-17,TECH-0040,9.7,Completed
WO-00017112,ASSET-002633,Preventive,2023-11-17,2023-11-30,TECH-0035,13.64,Completed
WO-00017113,ASSET-002634,Preventive,2023-03-13,2023-04-10,TECH-0041,7.82,Completed
WO-00017114,ASSET-002634,Preventive,2025-02-09,2025-02-28,TECH-0010,4.6,Completed
WO-00017115,ASSET-002634,Corrective,2025-11-26,2025-12-14,TECH-0019,35.87,Completed
WO-00017116,ASSET-002634,Corrective,2023-07-28,2023-08-14,TECH-0010,27.28,Completed
WO-00017117,ASSET-002634,Corrective,2023-04-07,,TECH-0030,2.43,Open
WO-00017118,ASSET-002634,Recall,2026-07-08,2026-08-02,TECH-0049,16.72,Completed
WO-00017119,ASSET-002634,Preventive,2026-08-18,2026-08-29,TECH-0009,34.79,Completed
WO-00017120,ASSET-002634,Preventive,2025-11-17,2025-12-04,TECH-0049,2.19,Completed
WO-00017121,ASSET-002634,Preventive,2024-01-02,2024-01-21,TECH-0025,19.4,Completed
WO-00017122,ASSET-002634,Preventive,2025-01-16,2025-02-06,TECH-0008,1.4,Completed
WO-00017123,ASSET-002634,Preventive,2024-10-08,2024-10-15,TECH-0007,21.66,Completed
WO-00017124,ASSET-002635,Preventive,2023-10-18,,TECH-0013,38.81,In Progress
WO-00017125,ASSET-002635,Preventive,2025-06-08,2025-06-13,TECH-0029,26.05,Completed
WO-00017126,ASSET-002635,Inspection,2026-08-07,2026-08-11,TECH-0047,1.13,Completed
WO-00017127,ASSET-002635,Preventive,2025-01-18,2025-01-31,TECH-0015,19.54,Completed
WO-00017128,ASSET-002635,Preventive,2025-12-14,2025-12-31,TECH-0005,36.23,Completed
WO-00017129,ASSET-002635,Corrective,2025-08-21,2025-08-30,TECH-0044,29.4,Completed
WO-00017130,ASSET-002635,Preventive,2026-03-08,2026-03-09,TECH-0035,1.8,Completed
WO-00017131,ASSET-002635,Preventive,2023-12-21,2023-12-27,TECH-0003,25.11,Completed
WO-00017132,ASSET-002635,Preventive,2026-07-04,2026-07-07,TECH-0034,15.87,Completed
WO-00017133,ASSET-002635,Corrective,2024-03-22,2024-04-20,TECH-0032,20.38,Completed
WO-00017134,ASSET-002635,Corrective,2025-12-16,2026-01-03,TECH-0025,29.2,Completed
WO-00017135,ASSET-002635,Corrective,2023-10-06,2023-10-08,TECH-0036,9.07,Completed
WO-00017136,ASSET-002636,Corrective,2024-01-18,2024-02-01,TECH-0049,39.43,Completed
WO-00017137,ASSET-002636,Preventive,2026-02-07,2026-02-21,TECH-0020,32.52,Completed
WO-00017138,ASSET-002636,Preventive,2023-11-01,,TECH-0018,35.21,Open
WO-00017139,ASSET-002636,Preventive,2026-08-12,2026-08-29,TECH-0010,17.19,Completed
WO-00017140,ASSET-002636,Preventive,2023-09-01,2023-09-24,TECH-0047,26.04,Completed
WO-00017141,ASSET-002636,Corrective,2026-06-08,2026-06-23,TECH-0023,37.21,Completed
WO-00017142,ASSET-002636,Preventive,2024-03-06,,TECH-0047,3.29,In Progress
WO-00017143,ASSET-002636,Corrective,2026-03-05,,TECH-0005,9.06,Open
WO-00017144,ASSET-002636,Inspection,2024-11-04,2024-11-22,TECH-0020,6.51,Completed
WO-00017145,ASSET-002636,Inspection,2025-06-13,2025-06-15,TECH-0016,28.35,Completed
WO-00017146,ASSET-002636,Preventive,2026-05-18,2026-06-12,TECH-0032,2.4,Completed
WO-00017147,ASSET-002637,Preventive,2025-02-27,2025-03-29,TECH-0016,16.02,Completed
WO-00017148,ASSET-002637,Corrective,2024-07-15,2024-08-03,TECH-0007,14.95,Completed
WO-00017149,ASSET-002637,Corrective,2026-05-12,2026-05-14,TECH-0016,2.39,Completed
WO-00017150,ASSET-002637,Inspection,2025-01-08,2025-01-22,TECH-0049,10.26,Completed
WO-00017151,ASSET-002637,Preventive,2024-06-13,2024-07-05,TECH-0045,5.2,Completed
WO-00017152,ASSET-002637,Corrective,2024-05-03,2024-05-23,TECH-0036,23.99,Completed
WO-00017153,ASSET-002637,Preventive,2025-03-11,2025-03-18,TECH-0042,37.64,Completed
WO-00017154,ASSET-002637,Preventive,2026-08-14,2026-08-24,TECH-0022,10.62,Completed
WO-00017155,ASSET-002637,Corrective,2025-09-02,,TECH-0042,17.91,Open
WO-00017156,ASSET-002637,Corrective,2025-09-17,2025-09-30,TECH-0023,38.99,Completed
WO-00017157,ASSET-002637,Corrective,2023-06-10,2023-06-12,TECH-0029,30.77,Completed
WO-00017158,ASSET-002638,Corrective,2023-02-19,2023-03-16,TECH-0000,36.37,Completed
WO-00017159,ASSET-002639,Preventive,2025-12-17,,TECH-0044,19.88,Open
WO-00017160,ASSET-002639,Preventive,2026-08-19,2026-08-30,TECH-0002,13.8,Completed
WO-00017161,ASSET-002639,Corrective,2023-05-07,2023-05-18,TECH-0003,14.12,Completed
WO-00017162,ASSET-002639,Recall,2023-11-28,,TECH-0037,5.52,In Progress
WO-00017163,ASSET-002639,Recall,2025-03-16,2025-04-06,TECH-0005,1.25,Completed
WO-00017164,ASSET-002639,Preventive,2025-03-02,2025-03-19,TECH-0025,13.65,Completed
WO-00017165,ASSET-002639,Preventive,2026-07-26,2026-08-13,TECH-0007,15.49,Completed
WO-00017166,ASSET-002639,Preventive,2024-07-20,2024-07-31,TECH-0021,36.53,Completed
WO-00017167,ASSET-002639,Preventive,2026-12-01,2026-12-29,TECH-0028,5.19,Completed
WO-00017168,ASSET-002639,Preventive,2024-10-28,2024-11-07,TECH-0048,25.95,Completed
WO-00017169,ASSET-002640,Preventive,2023-04-21,,TECH-0036,25.94,In Progress
WO-00017170,ASSET-002640,Corrective,2025-02-16,2025-02-27,TECH-0011,31.33,Completed
WO-00017171,ASSET-002640,Corrective,2026-05-09,2026-05-21,TECH-0049,37.34,Completed
WO-00017172,ASSET-002641,Inspection,2023-06-01,2023-06-28,TECH-0045,23.22,Completed
WO-00017173,ASSET-002641,Preventive,2025-01-21,2025-02-10,TECH-0049,17.82,Completed
WO-00017174,ASSET-002641,Corrective,2024-08-24,2024-09-09,TECH-0014,14.82,Completed
WO-00017175,ASSET-002641,Preventive,2024-03-27,2024-04-22,TECH-0003,20.0,Completed
WO-00017176,ASSET-002641,Preventive,2023-06-08,2023-06-24,TECH-0028,1.87,Completed
WO-00017177,ASSET-002641,Corrective,2025-12-22,2026-01-06,TECH-0021,33.59,Completed
WO-00017178,ASSET-002641,Corrective,2023-01-11,2023-02-05,TECH-0043,36.17,Completed
WO-00017179,ASSET-002641,Preventive,2025-11-12,,TECH-0018,2.28,In Progress
WO-00017180,ASSET-002641,Inspection,2025-06-19,2025-06-25,TECH-0019,6.01,Completed
WO-00017181,ASSET-002641,Preventive,2026-03-23,2026-04-20,TECH-0016,25.78,Completed
WO-00017182,ASSET-002641,Preventive,2025-05-25,2025-05-30,TECH-0039,19.49,Completed
WO-00017183,ASSET-002642,Corrective,2024-02-07,2024-02-19,TECH-0014,17.15,Completed
WO-00017184,ASSET-002642,Preventive,2025-10-03,2025-10-26,TECH-0013,9.93,Completed
WO-00017185,ASSET-002642,Corrective,2023-03-16,2023-03-31,TECH-0019,38.46,Completed
WO-00017186,ASSET-002642,Preventive,2024-09-28,,TECH-0017,34.1,In Progress
WO-00017187,ASSET-002642,Preventive,2025-03-25,2025-04-13,TECH-0029,15.84,Completed
WO-00017188,ASSET-002643,Corrective,2025-05-13,2025-05-14,TECH-0040,31.93,Completed
WO-00017189,ASSET-002643,Inspection,2025-03-11,2025-03-24,TECH-0035,8.45,Completed
